0,1,-1
0,1,-0.988
0,1,-0.976
0,1,-0.964
0,1,-0.952
0,1,-0.94
0,1,-0.928
0,1,-0.916
-1,1,-0.904
-0.71335,1,-0.892
-0.31814999999999993,1,-0.88
0.1252000000000001,1,-0.868
0.55,1,-0.856
0.8912000000000001,1,-0.844
1.09585,1,-0.832
1.1346500000000002,1,-0.82
1,1,-0.808
0.71335,1,-0.796
0.31814999999999993,1,-0.784
-0.1252000000000001,1,-0.772
-0.55,1,-0.76
-0.8912000000000001,1,-0.749
-1.09585,1,-0.737
-1.1346500000000002,1,-0.725
-1,1,-0.713
-0.71335,1,-0.701
-0.31814999999999993,1,-0.689
0.1252000000000001,1,-0.677
0.55,1,-0.665
0.8912000000000001,1,-0.653
1.09585,1,-0.641
1.1346500000000002,1,-0.629
1,1,-0.617
0.71335,1,-0.605
0.31814999999999993,1,-0.593
-0.1252000000000001,1,-0.581
-0.55,1,-0.569
-0.8912000000000001,1,-0.557
-1.09585,1,-0.545
-1.1346500000000002,1,-0.533
-1,1,-0.521
-0.71335,1,-0.509
-0.31814999999999993,1,-0.497
0.1252000000000001,1,-0.485
0.55,1,-0.473
0.8912000000000001,1,-0.461
1.09585,1,-0.449
1.1346500000000002,1,-0.437
1,1,-0.425
0.71335,1,-0.413
0.31814999999999993,1,-0.401
-0.1252000000000001,1,-0.389
-0.55,1,-0.377
-0.8912000000000001,1,-0.365
-1.09585,1,-0.353
-1.1346500000000002,1,-0.341
-1,1,-0.329
-0.71335,1,-0.317
-0.31814999999999993,1,-0.305
0.1252000000000001,1,-0.293
0.55,1,-0.281
0.8912000000000001,1,-0.269
1.09585,1,-0.257
1.1346500000000002,1,-0.246
1,1,-0.234
0.71335,1,-0.222
0.31814999999999993,1,-0.21
-0.1252000000000001,1,-0.198
-0.55,1,-0.186
-0.8912000000000001,1,-0.174
-1.09585,1,-0.162
-1.1346500000000002,1,-0.15
-1,1,-0.138
-0.71335,1,-0.126
-0.31814999999999993,1,-0.114
0.1252000000000001,1,-0.102
0.55,1,-0.09
0.8912000000000001,1,-0.078
1.09585,1,-0.066
1.1346500000000002,1,-0.054
1,1,-0.042
0.71335,1,-0.03
0.31814999999999993,1,-0.018
-0.1252000000000001,1,-0.006
-0.55,1,0.006
-0.8912000000000001,1,0.018
-1.09585,1,0.03
-1.1346500000000002,1,0.042
-1,1,0.054
-0.71335,1,0.066
-0.31814999999999993,1,0.078
0.1252000000000001,1,0.09
0.55,1,0.102
0.8912000000000001,1,0.114
1.09585,1,0.126
1.1346500000000002,1,0.138
1,1,0.15
0.71335,1,0.162
0.31814999999999993,1,0.174
-0.1252000000000001,1,0.186
-0.55,1,0.198
-0.8912000000000001,1,0.21
-1.09585,1,0.222
-1.1346500000000002,1,0.234
-1,1,0.246
-0.71335,1,0.257
-0.31814999999999993,1,0.269
0.1252000000000001,1,0.281
0.55,1,0.293
0.8912000000000001,1,0.305
1.09585,1,0.317
1.1346500000000002,1,0.329
1,1,0.341
0.71335,1,0.353
0.31814999999999993,1,0.365
-0.1252000000000001,1,0.377
-0.55,1,0.389
-0.8912000000000001,1,0.401
-1.09585,1,0.413
-1.1346500000000002,1,0.425
-1,1,0.437
-0.71335,1,0.449
-0.31814999999999993,1,0.461
0.1252000000000001,1,0.473
0.55,1,0.485
0.8912000000000001,1,0.497
1.09585,1,0.509
1.1346500000000002,1,0.521
1,1,0.533
0.71335,1,0.545
0.31814999999999993,1,0.557
-0.1252000000000001,1,0.569
-0.55,1,0.581
-0.8912000000000001,1,0.593
-1.09585,1,0.605
-1.1346500000000002,1,0.617
-1,1,0.629
-0.71335,1,0.641
-0.31814999999999993,1,0.653
0.1252000000000001,1,0.665
0.55,1,0.677
0.8912000000000001,1,0.689
1.09585,1,0.701
1.1346500000000002,1,0.713
1,1,0.725
0.71335,1,0.737
0.31814999999999993,1,0.749
-0.1252000000000001,1,0.76
-0.55,1,0.772
-0.8912000000000001,1,0.784
-1.09585,1,0.796
-1.1346500000000002,1,0.808
-1,1,0.82
-0.71335,1,0.832
-0.31814999999999993,1,0.844
0.1252000000000001,1,0.856
0.55,1,0.868
0.8912000000000001,1,0.88
1.09585,1,0.892
1.1346500000000002,1,0.904
1,1,0.916
0.71335,1,0.928
0.31814999999999993,1,0.94
-0.1252000000000001,1,0.952
-0.55,1,0.964
-0.8912000000000001,1,0.976
-1.09585,1,0.988
-1.1346500000000002,1,1
